Type,ISO COUNTRY CODE,ISIN CODE,NAME,MNEMONIC,ICB SUBSECTOR NAME,Banks,Asset Managers,Specialty Finance,Investment Services,Financial Administration,Consumer Finance,Life Insurance,Property & Casualty Insurance,Full Line Insurance,Reinsurance,Insurance Brokers
952472,JP,JP3352000008,77 BANK,J:SSBK,Banks,1,0,0,0,0,0,0,0,0,0,0
904336,IE,IE0000197834,ALLIED IRISH BANKS,ALBK,Banks,1,0,0,0,0,0,0,0,0,0,0
755424,GR,GRS015013006,ALPHA BANK,G:PIST,Banks,1,0,0,0,0,0,0,0,0,0,0
950706,AU,AU000000ANZ3,AUS.AND NZ.BANKING GP.,A:ANZX,Banks,1,0,0,0,0,0,0,0,0,0,0
950920,JP,JP3126800006,AWA BANK,J:AWAT,Banks,1,0,0,0,0,0,0,0,0,0,0
906225,IE,IE0030606259,BANK OF IRELAND,BKIR,Banks,1,0,0,0,0,0,0,0,0,0,0
756572,ES,ES0113679I37,BANKINTER 'R',E:BKT,Banks,1,0,0,0,0,0,0,0,0,0,0
901443,GB,GB0031348658,BARCLAYS,BARC,Banks,1,0,0,0,0,0,0,0,0,0,0
992305,US,US0549371070,BB&T,U:BBT,Banks,1,0,0,0,0,0,0,0,0,0,0
143488,IT,IT0003211601,BANCA CARIGE,I:CRG,Banks,1,0,0,0,0,0,0,0,0,0,0
672650,IT,IT0001334587,BANCA MONTE DEI PASCHI,I:BMPS,Banks,1,0,0,0,0,0,0,0,0,0,0
505838,IT,IT0000064482,BANCA POPOLARE DI MILANO,I:PMI,Banks,1,0,0,0,0,0,0,0,0,0,0
143051,IT,IT0000784196,BANCA PPO.DI SONDRIO,I:BPSO,Banks,1,0,0,0,0,0,0,0,0,0,0
307041,IT,IT0000066123,BANCA PPO.EMILIA ROMAGNA,I:BPE,Banks,1,0,0,0,0,0,0,0,0,0,0
779090,ES,ES0113211835,BBV.ARGENTARIA,E:BBVA,Banks,1,0,0,0,0,0,0,0,0,0,0
756191,PT,PTBCP0AM0007,BANCO COMR.PORTUGUES 'R',P:BCP,Banks,1,0,0,0,0,0,0,0,0,0,0
539639,ES,ES0113980F34,BANCO DE VALENCIA DEAD - 22/07/13,E:BVA,Banks,1,0,0,0,0,0,0,0,0,0,0
307974,PT,PTBES0AM0007,BANCO ESPIRITO SANTO,P:BES,Banks,1,0,0,0,0,0,0,0,0,0,0
682797,IT,IT0004231566,BANCO POPOLARE,I:BP,Banks,1,0,0,0,0,0,0,0,0,0,0
929530,ES,ES0113790226,BANCO POPULAR ESPANOL,E:POP,Banks,1,0,0,0,0,0,0,0,0,0,0
702853,ES,ES0113900J37,BANCO SANTANDER,E:SCH,Banks,1,0,0,0,0,0,0,0,0,0,0
309449,FR,FR0000131104,BNP PARIBAS,F:BNP,Banks,1,0,0,0,0,0,0,0,0,0,0
923937,US,US0605051046,BANK OF AMERICA,U:BAC,Banks,1,0,0,0,0,0,0,0,0,0,0
951410,HK,HK0023000190,BANK OF EAST ASIA,K:BEAA,Banks,1,0,0,0,0,0,0,0,0,0,0
702204,JP,JP3251200006,BANK OF KYOTO,J:KYTB,Banks,1,0,0,0,0,0,0,0,0,0,0
902195,CA,CA0636711016,BANK OF MONTREAL,C:BMO,Banks,1,0,0,0,0,0,0,0,0,0,0
904739,CA,CA0641491075,BK.OF NOVA SCOTIA,C:BNS,Banks,1,0,0,0,0,0,0,0,0,0,0
981800,AU,AU000000BOQ8,BANK OF QLND.,A:BOQX,Banks,1,0,0,0,0,0,0,0,0,0,0
916811,JP,JP3955400001,BANK OF YOKOHAMA,J:YOKO,Banks,1,0,0,0,0,0,0,0,0,0,0
316588,AU,AU000000BEN6,BENDIGO & ADELAIDE BANK,A:BENX,Banks,1,0,0,0,0,0,0,0,0,0,0
866039,DE,DE000CBK1001,COMMERZBANK (XET),D:CBKX,Banks,1,0,0,0,0,0,0,0,0,0,0
950701,CH,CH0012138530,CREDIT SUISSE GROUP N,S:CSGN,Banks,1,0,0,0,0,0,0,0,0,0,0
307036,IT,IT0000064516,BCA.PICCOLO CDT.VALTELL,I:CVAL,Banks,1,0,0,0,0,0,0,0,0,0,0
901877,CA,CA1360691010,CANADIAN IMP.BK.COM.,C:CM,Banks,1,0,0,0,0,0,0,0,0,0,0
922373,JP,JP3511800009,CHIBA BANK,J:CHBK,Banks,1,0,0,0,0,0,0,0,0,0,0
776806,JP,JP3521000004,CHUGOKU BANK,J:CHUT,Banks,1,0,0,0,0,0,0,0,0,0,0
503004,JP,JP3892100003,SUMITOMO MITSUI TST.HDG.,J:SMTH,Banks,1,0,0,0,0,0,0,0,0,0,0
741344,US,US1729674242,CITIGROUP,U:C,Banks,1,0,0,0,0,0,0,0,0,0,0
922964,US,US2003401070,COMERICA,U:CMA,Banks,1,0,0,0,0,0,0,0,0,0,0
314054,AU,AU000000CBA7,COMMONWEALTH BK.OF AUS.,A:CBAX,Banks,1,0,0,0,0,0,0,0,0,0,0
929846,DK,DK0010274414,DANSKE BANK,DK:DAB,Banks,1,0,0,0,0,0,0,0,0,0,0
929659,SG,SG1L01001701,DBS GROUP HOLDINGS,T:DBSS,Banks,1,0,0,0,0,0,0,0,0,0,0
866043,DE,DE0005140008,DEUTSCHE BANK (XET),D:DBKX,Banks,1,0,0,0,0,0,0,0,0,0,0
885000,BE,BE0003796134,DEXIA,B:DEX,Banks,1,0,0,0,0,0,0,0,0,0,0
307532,NO,NO0010031479,DNB,N:DNB,Banks,1,0,0,0,0,0,0,0,0,0,0
952458,JP,JP3483800003,DAISHI BANK,J:DANK,Banks,1,0,0,0,0,0,0,0,0,0,0
308696,GR,GRS323003004,EUROBANK ERGASIAS S A,G:EFG,Banks,1,0,0,0,0,0,0,0,0,0,0
893617,AT,AT0000652011,ERSTE GROUP BANK,O:ERS,Banks,1,0,0,0,0,0,0,0,0,0,0
997198,US,US3167731005,FIFTH THIRD BANCORP,@FITB,Banks,1,0,0,0,0,0,0,0,0,0,0
992996,JP,JP3805010000,FUKUOKA FINANCIAL GP.,J:FUKU,Banks,1,0,0,0,0,0,0,0,0,0,0
755457,FR,FR0000130809,SOCIETE GENERALE,F:SGE,Banks,1,0,0,0,0,0,0,0,0,0,0
930078,JP,JP3276400003,GUNMA BANK,J:GMAB,Banks,1,0,0,0,0,0,0,0,0,0,0
923812,HK,GB0005405286,HSBC HOLDINGS,K:HSBC,Banks,1,0,0,0,0,0,0,0,0,0,0
950923,JP,JP3769000005,HACHIJUNI BANK,J:HABT,Banks,1,0,0,0,0,0,0,0,0,0,0
929594,HK,HK0011000095,HANG SENG BANK,K:HSBA,Banks,1,0,0,0,0,0,0,0,0,0,0
910367,JP,JP3783800000,HIGO BANK,J:HIGO,Banks,1,0,0,0,0,0,0,0,0,0,0
922322,JP,JP3797000001,HIROSHIMA BANK,J:HRBK,Banks,1,0,0,0,0,0,0,0,0,0,0
952462,JP,JP3842400008,HOKUHOKU FINL. GP.,J:HFIN,Banks,1,0,0,0,0,0,0,0,0,0,0
271662,US,US4436831071,HUDSON CITY BANC.,@HCBK,Banks,1,0,0,0,0,0,0,0,0,0,0
951068,US,US4461501045,HUNTINGTON BCSH.,@HBAN,Banks,1,0,0,0,0,0,0,0,0,0,0
950972,JP,JP3793800008,HYAKUGO BANK,J:OBAN,Banks,1,0,0,0,0,0,0,0,0,0,0
950973,JP,JP3794200000,HYAKUJUSHI BANK,J:OFBK,Banks,1,0,0,0,0,0,0,0,0,0,0
929420,IT,IT0000072618,INTESA SANPAOLO,I:ISP,Banks,1,0,0,0,0,0,0,0,0,0,0
950928,JP,JP3149600003,IYO BANK,J:IYOT,Banks,1,0,0,0,0,0,0,0,0,0,0
902242,US,US46625H1005,JP MORGAN CHASE & CO.,U:JPM,Banks,1,0,0,0,0,0,0,0,0,0,0
930630,DK,DK0010307958,JYSKE BANK,DK:JYS,Banks,1,0,0,0,0,0,0,0,0,0,0
912009,JP,JP3394200004,JOYO BANK,J:JOYO,Banks,1,0,0,0,0,0,0,0,0,0,0
950929,JP,JP3392600007,JUROKU BANK,J:JURT,Banks,1,0,0,0,0,0,0,0,0,0,0
923102,BE,BE0003565737,KBC GROUP,B:KB,Banks,1,0,0,0,0,0,0,0,0,0,0
950930,JP,JP3207800008,KAGOSHIMA BANK,J:KABK,Banks,1,0,0,0,0,0,0,0,0,0,0
950968,JP,JP3281600001,KEIYO BANK,J:CSOG,Banks,1,0,0,0,0,0,0,0,0,0,0
916130,US,US4932671088,KEYCORP,U:KEY,Banks,1,0,0,0,0,0,0,0,0,0,0
900856,GB,GB0008706128,LLOYDS BANKING GROUP,LLOY,Banks,1,0,0,0,0,0,0,0,0,0,0
951503,US,US55261F1049,M&T BANK,U:MTB,Banks,1,0,0,0,0,0,0,0,0,0,0
916963,IT,IT0000062957,MEDIOBANCA BC.FIN,I:MB,Banks,1,0,0,0,0,0,0,0,0,0,0
951063,US,US5718371033,MARSHALL & ILSLEY DEAD - DELIST.06/07/11,,Banks,1,0,0,0,0,0,0,0,0,0,0
952482,JP,JP3932800000,MIZUHO TST.& BKG. DEAD - DELIST.29/08/11,J:YATR,Banks,1,0,0,0,0,0,0,0,0,0,0
922649,GR,GRS003003019,NATIONAL BK.OF GREECE,G:ETE,Banks,1,0,0,0,0,0,0,0,0,0,0
929283,FR,FR0000120685,NATIXIS,F:KN@F,Banks,1,0,0,0,0,0,0,0,0,0,0
671068,SE,SE0000427361,NORDEA BANK,W:NDA,Banks,1,0,0,0,0,0,0,0,0,0,0
771336,JP,JP3653400006,NANTO BANK,J:NANT,Banks,1,0,0,0,0,0,0,0,0,0,0
901842,AU,AU000000NAB4,NATIONAL AUS.BANK,A:NABX,Banks,1,0,0,0,0,0,0,0,0,0,0
982544,CA,CA6330671034,NAT.BK.OF CANADA,C:NA,Banks,1,0,0,0,0,0,0,0,0,0,0
360240,US,US6494451031,NY.CMTY.BANC.,U:NYCB,Banks,1,0,0,0,0,0,0,0,0,0,0
950932,JP,JP3658000009,NISHI-NIPPON CITY BANK,J:NSHI,Banks,1,0,0,0,0,0,0,0,0,0,0
905861,US,US6658591044,NORTHERN TRUST,@NTRS,Asset Managers,0,1,0,0,0,0,0,0,0,0,0
950934,JP,JP3176000002,OGAKI KYORITSU BANK,J:OKBT,Banks,1,0,0,0,0,0,0,0,0,0,0
922416,SG,SG1S04926220,OVERSEA-CHINESE BKG.,T:OCBC,Banks,1,0,0,0,0,0,0,0,0,0,0
308699,GR,GRS014003008,BANK OF PIRAEUS,G:PEIR,Banks,1,0,0,0,0,0,0,0,0,0,0
944175,US,US6934751057,PNC FINL.SVS.GP.,U:PNC,Banks,1,0,0,0,0,0,0,0,0,0,0
505911,FI,FI0009003222,POHJOLA PANKKI A,M:POH,Banks,1,0,0,0,0,0,0,0,0,0,0
517465,US,US7127041058,PEOPLES UNITED FINANCIAL,@PBCT,Banks,1,0,0,0,0,0,0,0,0,0,0
901450,GB,GB00B7T77214,ROYAL BANK OF SCTL.GP.,RBS,Banks,1,0,0,0,0,0,0,0,0,0,0
951051,US,US7591EP1005,REGIONS FINL.NEW,U:RF,Banks,1,0,0,0,0,0,0,0,0,0,0
936441,JP,JP3500610005,RESONA HOLDINGS,J:DBHI,Banks,1,0,0,0,0,0,0,0,0,0,0
905386,CA,CA7800871021,ROYAL BANK OF CANADA,C:RY,Banks,1,0,0,0,0,0,0,0,0,0,0
749199,SE,SE0000148884,SEB 'A',W:SEA,Banks,1,0,0,0,0,0,0,0,0,0,0
901459,GB,GB0004082847,STANDARD CHARTERED,STAN,Banks,1,0,0,0,0,0,0,0,0,0,0
998080,SE,SE0000193120,SVENSKA HANDBKN.'A',W:SVK,Banks,1,0,0,0,0,0,0,0,0,0,0
143784,SE,SE0000242455,SWEDBANK 'A',W:SWED,Banks,1,0,0,0,0,0,0,0,0,0,0
740637,DK,DK0010311471,SYDBANK,DK:SYD,Banks,1,0,0,0,0,0,0,0,0,0,0
771185,JP,JP3324000003,SAN-IN GODO BANK,J:SIGB,Banks,1,0,0,0,0,0,0,0,0,0,0
771597,JP,JP3347600003,SHIGA BANK,J:SHIG,Banks,1,0,0,0,0,0,0,0,0,0,0
255950,JP,JP3429200003,SHINKIN CENTRAL BANK PF.,J:SKCB,Banks,1,0,0,0,0,0,0,0,0,0,0
912033,JP,JP3890350006,SUMITOMO MITSUI FINL.GP.,J:SMFI,Banks,1,0,0,0,0,0,0,0,0,0,0
922006,JP,JP3405000005,SUMITOMO TRUST & BANKING DEAD - DELIST.29/03/11,J:SUMT,Banks,1,0,0,0,0,0,0,0,0,0,0
922725,US,US8679141031,SUNTRUST BANKS,U:STI,Banks,1,0,0,0,0,0,0,0,0,0,0
503798,AU,AU000000SUN6,SUNCORP GROUP,A:SUNX,Specialty Finance,0,0,1,0,0,0,0,0,0,0,0
950975,JP,JP3411000007,SURUGA BANK,J:SURB,Banks,1,0,0,0,0,0,0,0,0,0,0
905316,CA,CA8911605092,TORONTO-DOMINION BANK,C:TD,Banks,1,0,0,0,0,0,0,0,0,0,0
951046,US,US9029733048,US BANCORP,U:USB,Banks,1,0,0,0,0,0,0,0,0,0,0
936458,CH,CH0024899483,UBS 'R',S:UBSN,Banks,1,0,0,0,0,0,0,0,0,0,0
929395,IT,IT0004781412,UNICREDIT,I:UCG,Banks,1,0,0,0,0,0,0,0,0,0,0
929587,SG,SG1M31001969,UNITED OVERSEAS BANK,T:UOBS,Banks,1,0,0,0,0,0,0,0,0,0,0
892197,CH,CH0014786500,VALIANT 'R',S:VATN,Banks,1,0,0,0,0,0,0,0,0,0,0
906195,US,US9497461015,WELLS FARGO & CO,U:WFC,Banks,1,0,0,0,0,0,0,0,0,0,0
